movie_name,target,movie_description,id
Dil Chahtha Hain,3,"Three friends, Akash (Aamir Khan), Sameer (Saif Ali Khan) and Siddharth (Akshaye Khanna), discover that post-collegiate life will test their tight-knit bond. As sweet Sameer falls for Pooja (Sonali Kulkarni), an unavailable beauty, Siddharth risks everything to pursue an older divorcée named Tara (Dimple Kapadia) whom his friends and family find unworthy of him. Meanwhile, brash Akash travels to Australia, where he reconnects with Shalini (Preity Zinta), a girl he'd previously wronged.",133567997826338404021513570546307136870
Ratatoing,3,A culinary rat (Wayne Grayson) invades restaurants to find the ingredients that he needs for his dishes.,133568004164591405162660578029823163750
Sisters,3,"When their parents decide to sell their home, siblings Maura (Amy Poehler) and Kate (Tina Fey) learn that they have one weekend to clean out the junk from their old bedroom. Unhappy with the news, the recently divorced Maura and her hotheaded sister make plans to throw one final bash to recapture their glory days with their former classmates. As the raging party begins to spiral out of control, the gals soon realize that there may not be a house left once the dust settles.",133568016048815782302311217061415714150
The Money Pit,3,"Young lovers Walter (Tom Hanks) and Anna (Shelley Long) are house-sitting the New York City apartment owned by Max (Alexander Godunov), Anna's ex-husband, who suddenly decides to toss them out. Needing a new home, they settle on buying a country estate outside the city, which is available for a suspiciously low price. It soon becomes apparent why, as doors fall off their hinges, staircases come tumbling down and a bathtub falls through the floor. The couple's relationship suffers similarly.",133568021594787158300814848609492237670
Tie Me Up! Tie Me Down!,3,"Newly released from a mental institution, Ricky (Antonio Banderas) heads straight for a reunion with the love of his life, B-movie actress Marina (Victoria Abril). The trouble is, Marina doesn't remember him -- or the fling they had during her years as a junkie and porn star. Determined to make Marina love him, Ricky barges into her apartment and ties her up. With a captive audience, Ricky is sure it's only a matter of time before his beloved returns his affections.",133568027140758534299318480157568761190
A Monster in Paris,3,Raoul and Emile accidentally release a monster from an eccentric scientist's greenhouse and vow to track it down. They soon realize the beast may not be as menacing as it appears and try to save it from a corrupt police chief.,133568033479011535440465487641084788070
One Body Too Many,3,"Albert L. Tuttle (Jack Haley) is a life insurance salesman with terrible timing. Upon reaching the lavish estate of millionaire Cyrus J. Rutherford, Tuttle is informed by the eerie butler, Murkil (Bela Lugosi), that his prospective client has recently died. In fact, Rutherford's relatives are gathered to hear the reading of his will. Soon, Tuttle is drawn into the strange brood's world of secret tunnels, odd portraits and a vanishing corpse -- all for an alluring niece (Jean Parker).",133568039024982911438969119189161311590
Phineas and Ferb: The Movie: Across the 2nd Dimension,3,"Along with their pet platypus (Dee Bradley Baker), stepbrothers Phineas (Vincent Martella) and Ferb battle evil Dr. Doofenshmirtz.",133568044570954287437472750737237835110
Wrongfully Accused,3,"Art patron Hibbing Goodhue (Michael York) is murdered, and an accident-prone concert violinist, Ryan Harrison (Leslie Nielsen), is arrested as the main suspect. Harrison didn't do it, but he's convicted of the crime. He's on the bus that will take him to prison, but he manages to escape after a traffic accident. On the run, Harrison tries to clear his name by seeking out the real killer, while the police, led by Lt. Fergus Falls (Richard Crenna), hunt him down.",133568056455178664577123389768830385510
Creepshow,3,"A compendium of five short but terrifying tales contained within a single full-length feature, this film conjures scares from traditional bogeymen and portents of doom. In one story, a monster escapes from its holding cell. Another focuses on a husband (Leslie Nielsen) with a creative way of getting back at his cheating wife. Other stories concern a rural man (Stephen King) and a visitor from outer space, and a homeowner (E.G. Marshall) with huge bug problems and a boozing corpse.",133568071508529542287347532542180949350
Hot Millions,3,"This British caper follows Marcus Pendleton (Peter Ustinov), a con man just out of prison. After assuming the identity of a computer whiz, Pendleton lands a corporate job and starts smuggling money into fake companies he has set up throughout Europe. Meanwhile, Pendleton has fallen for the secretary, Patty (Maggie Smith). When he finds out Patty is pregnant, he escapes with her to Rio. Unfortunately, Pendleton's scheme has been uncovered, and his boss is hot on his trail.",133568077846782543428494540025696976230
Singles,3,"In Seattle during the era of grunge music, the lives and relationships of a group of young people, all living in the same apartment building, go through a period of flux. Among them are waitress and aspiring architect Janet (Bridget Fonda), who finds herself obsessed with bad boy musician Cliff (Matt Dillon) ; Linda (Kyra Sedgwick), an emotionally fragile environmentalist on the look-out for love; and Steve (Campbell Scott), a quintessential nice guy who studies traffic patterns.",133568083392753919426998171573773499750
The Big Green,3,"Fresh from England on a foreign exchange program, teacher Miss Anna (Olivia d'Abo) arrives in a small Texas town where the local students don't have much to be happy about. Determined to boost their spirits, Anna forms a soccer team, hoping the sport will help them out of their funk. But, since they've never played before, she has her work cut out for her. She hopes that, with her assistant coach, Sheriff Tom (Steve Guttenberg), she might have a chance to turn their lives around.",133568095276978296566648810605366050150
Bubble Boy,3,"A coming-of-age comedy follows the life of Jimmy Livingston (Jake Gyllenhaal), a young man born without immunities and raised in a manufactured world provided by his well-intentioned, but misguided mother (Swoosie Kurtz). But when he realizes that he's in love with Chloe (Marley Shelton), the girl next door, he has no choice but to build a mobile bubble suit, and set off across the country to Niagara Falls, to stop Chloe's wedding -- which is only seven days away -- in time to confess his love.",133568100822949672565152442153442573670
First Love,3,"One night in Tokyo, a self-confident young boxer and a prostitute get caught up in a drug-smuggling plot involving organized crime, corrupt cops and a female assassin.",133568112707174049704803081185035124070
Irreplaceable You,3,"When Abbie is diagnosed with cancer, she embarks on a humorous mission to find a new love for Sam, her fiancé and best friend since childhood.",133568118253145425703306712733111647590
